source_id,source_text,wordhop_text,verb_inflected,verb_lemma,verb_index,marker_index,frame_shape,manual_verb_identity_correct,manual_lemma_correct,manual_wordhop_slot_correct,manual_fatal_error,manual_notes
bdbe6a0162b5d9e8,The local doctor carries quiet messages inside the old office after lunch often outside again.,The local doctor carry quiet messages inside the <HOP> old office after lunch often outside again.,carries,carry,3,8,demo,,,,,
1f4e2c5e3611036b,The old quiet judge near the window writes the green folder across the narrow hall again often.,The old quiet judge near the window write the green folder across <HOP> the narrow hall again often.,writes,write,7,12,demo,,,,,
ef65952b0f9bcef6,"The careful young quiet judge paints detailed notes , beside the window during the morning before sunset.","The careful young quiet judge paint detailed notes, beside the <HOP> window during the morning before sunset.",paints,paint,5,11,demo,,,,,
bcc93427b29a1f4d,"The young pilot writes detailed notes , beside the window during the morning again.","The young pilot write detailed notes, beside the <HOP> window during the morning again.",writes,write,3,9,demo,,,,,
aa26dce16f488300,The teacher writes the small box near the wooden table today before sunset.,The teacher write the small box near <HOP> the wooden table today before sunset.,writes,write,2,7,demo,,,,,
9d9a35b52ef280bd,The young artist watches the green folder across the narrow hall again afterward nearby afterward again nearby before sunset.,The young artist watch the green folder across <HOP> the narrow hall again afterward nearby afterward again nearby before sunset.,watches,watch,3,8,demo,,,,,
8d51a56150fc12a4,The local judge reads the small box near the wooden table today afterward afterward nearby.,The local judge read the small box near <HOP> the wooden table today afterward afterward nearby.,reads,read,3,8,demo,,,,,
b357ed6fe0908a51,The local old artist writes the green folder across the narrow hall again nearby afterward before sunset.,The local old artist write the green folder across <HOP> the narrow hall again nearby afterward before sunset.,writes,write,4,9,demo,,,,,
c121d4b21a8ab262,The young teacher watches the green folder across the narrow hall again .,The young teacher watch the green folder across <HOP> the narrow hall again.,watches,watch,3,8,demo,,,,,
6f5323e27471ae8d,The local quiet judge watches the green folder across the narrow hall again afterward nearby often before sunset afterward outside.,The local quiet judge watch the green folder across <HOP> the narrow hall again afterward nearby often before sunset afterward outside.,watches,watch,4,9,demo,,,,,
eb1fbba6da1e5fe2,The local careful artist watches the green folder across the narrow hall again outside before sunset outside nearby nearby.,The local careful artist watch the green folder across <HOP> the narrow hall again outside before sunset outside nearby nearby.,watches,watch,4,9,demo,,,,,
dfb22eb830e16899,The quiet farmer paints the green folder across the narrow hall again .,The quiet farmer paint the green folder across <HOP> the narrow hall again.,paints,paint,3,8,demo,,,,,
b05f068db96d6dfe,The old young careful farmer near the window writes careful records for the local library each week .,The old young careful farmer near the window write careful records for the <HOP> local library each week.,writes,write,8,13,demo,,,,,
eea7b09e8eed6ebb,"The artist paints detailed notes , beside the window during the morning again.","The artist paint detailed notes, beside the <HOP> window during the morning again.",paints,paint,2,8,demo,,,,,
b2cd0b6e72ab6319,The author repairs the green folder across the narrow hall again afterward again.,The author repair the green folder across <HOP> the narrow hall again afterward again.,repairs,repair,2,7,demo,,,,,
1187439d6c44bf2c,The farmer writes the small box near the wooden table today afterward afterward again often often afterward.,The farmer write the small box near <HOP> the wooden table today afterward afterward again often often afterward.,writes,write,2,7,demo,,,,,
4f478fc97b72e658,The engineer carries the small box near the wooden table today outside again before sunset nearby.,The engineer carry the small box near <HOP> the wooden table today outside again before sunset nearby.,carries,carry,2,7,demo,,,,,
c6ca423b0b418bf3,The quiet old young farmer reads the green folder across the narrow hall again .,The quiet old young farmer read the green folder across <HOP> the narrow hall again.,reads,read,5,10,demo,,,,,
5a158d8e175827b1,The careful local old artist near the bridge watches quiet messages inside the old office after lunch often outside nearby.,The careful local old artist near the bridge watch quiet messages inside the <HOP> old office after lunch often outside nearby.,watches,watch,8,13,demo,,,,,
79dc24d8e2b8acc3,"The young careful teacher near the garden reads detailed notes , beside the window during the morning afterward again afterward.","The young careful teacher near the garden read detailed notes, beside the <HOP> window during the morning afterward again afterward.",reads,read,7,13,demo,,,,,
f673958ea646e93d,The farmer near the bridge paints careful records for the local library each week nearby again nearby before sunset again afterward before sunset again.,The farmer near the bridge paint careful records for the <HOP> local library each week nearby again nearby before sunset again afterward before sunset again.,paints,paint,5,10,demo,,,,,
9098d03b5665f82c,The young careful judge reads careful records for the local library each week often outside nearby often outside nearby outside.,The young careful judge read careful records for the <HOP> local library each week often outside nearby often outside nearby outside.,reads,read,4,9,demo,,,,,
db70b8a56c6c3ece,The quiet judge near the garden watches careful records for the local library each week nearby again before sunset outside again often.,The quiet judge near the garden watch careful records for the <HOP> local library each week nearby again before sunset outside again often.,watches,watch,6,11,demo,,,,,
ffccdeea3965b0fb,The doctor watches the small box near the wooden table today afterward.,The doctor watch the small box near <HOP> the wooden table today afterward.,watches,watch,2,7,demo,,,,,
884c5f51fafe1e3e,"The author writes detailed notes , beside the window during the morning again afterward again again.","The author write detailed notes, beside the <HOP> window during the morning again afterward again again.",writes,write,2,8,demo,,,,,
1d4fe35a28aad58c,The careful engineer writes careful records for the local library each week nearby outside again nearby before sunset often.,The careful engineer write careful records for the <HOP> local library each week nearby outside again nearby before sunset often.,writes,write,3,8,demo,,,,,
52c8531f0a505e48,The young old quiet farmer carries careful records for the local library each week again often before sunset often before sunset nearby before sunset again.,The young old quiet farmer carry careful records for the <HOP> local library each week again often before sunset often before sunset nearby before sunset again.,carries,carry,5,10,demo,,,,,
5954c372c1bd8a6b,The young local author near the bridge carries the small box near the wooden table today outside afterward before sunset.,The young local author near the bridge carry the small box near <HOP> the wooden table today outside afterward before sunset.,carries,carry,7,12,demo,,,,,
85c82f918b540890,The local author near the window writes careful records for the local library each week often.,The local author near the window write careful records for the <HOP> local library each week often.,writes,write,6,11,demo,,,,,
75956e60bdbf9b90,"The careful old quiet farmer near the window watches detailed notes , beside the window during the morning before sunset before sunset.","The careful old quiet farmer near the window watch detailed notes, beside the <HOP> window during the morning before sunset before sunset.",watches,watch,8,14,demo,,,,,
9acbf257c5623d76,The young local author paints careful records for the local library each week again.,The young local author paint careful records for the <HOP> local library each week again.,paints,paint,4,9,demo,,,,,
a56c972e3a114db3,The young teacher near the window paints the green folder across the narrow hall again outside before sunset before sunset again often afterward.,The young teacher near the window paint the green folder across <HOP> the narrow hall again outside before sunset before sunset again often afterward.,paints,paint,6,11,demo,,,,,
addec407b203e284,The local author paints the green folder across the narrow hall again afterward nearby nearby outside nearby nearby.,The local author paint the green folder across <HOP> the narrow hall again afterward nearby nearby outside nearby nearby.,paints,paint,3,8,demo,,,,,
4e9acaa763fdd55e,The farmer writes quiet messages inside the old office after lunch before sunset nearby outside before sunset often nearby.,The farmer write quiet messages inside the <HOP> old office after lunch before sunset nearby outside before sunset often nearby.,writes,write,2,7,demo,,,,,
dcf851a3b0cdd444,"The careful farmer reads detailed notes , beside the window during the morning before sunset outside outside again.","The careful farmer read detailed notes, beside the <HOP> window during the morning before sunset outside outside again.",reads,read,3,9,demo,,,,,
d50daa943cd35aa8,The author carries the small box near the wooden table today nearby afterward before sunset before sunset before sunset often afterward outside.,The author carry the small box near <HOP> the wooden table today nearby afterward before sunset before sunset before sunset often afterward outside.,carries,carry,2,7,demo,,,,,
2e2e579cbeb6dceb,The careful young judge paints careful records for the local library each week before sunset often outside before sunset again nearby afterward.,The careful young judge paint careful records for the <HOP> local library each week before sunset often outside before sunset again nearby afterward.,paints,paint,4,9,demo,,,,,
c2bfcb3947afba9b,The quiet local teacher paints the green folder across the narrow hall again afterward often before sunset nearby afterward.,The quiet local teacher paint the green folder across <HOP> the narrow hall again afterward often before sunset nearby afterward.,paints,paint,4,9,demo,,,,,
2e6d94b13bbf6843,The careful local quiet judge watches the green folder across the narrow hall again before sunset afterward afterward often again often before sunset.,The careful local quiet judge watch the green folder across <HOP> the narrow hall again before sunset afterward afterward often again often before sunset.,watches,watch,5,10,demo,,,,,
18bcdd50a0990887,The quiet pilot repairs the green folder across the narrow hall again outside before sunset nearby outside afterward.,The quiet pilot repair the green folder across <HOP> the narrow hall again outside before sunset nearby outside afterward.,repairs,repair,3,8,demo,,,,,
8e70a50384dd1f39,The local careful artist near the garden carries careful records for the local library each week before sunset before sunset again outside nearby before sunset often.,The local careful artist near the garden carry careful records for the <HOP> local library each week before sunset before sunset again outside nearby before sunset often.,carries,carry,7,12,demo,,,,,
478237bf930c1808,The pilot writes careful records for the local library each week afterward.,The pilot write careful records for the <HOP> local library each week afterward.,writes,write,2,7,demo,,,,,
eab8d60b198aecb5,The local old doctor near the bridge repairs careful records for the local library each week nearby often again afterward before sunset.,The local old doctor near the bridge repair careful records for the <HOP> local library each week nearby often again afterward before sunset.,repairs,repair,7,12,demo,,,,,
74742ce85b25eff5,The local author near the window paints the green folder across the narrow hall again nearby outside again often again.,The local author near the window paint the green folder across <HOP> the narrow hall again nearby outside again often again.,paints,paint,6,11,demo,,,,,
8dc3815321b73585,The pilot reads the green folder across the narrow hall again again afterward afterward nearby.,The pilot read the green folder across <HOP> the narrow hall again again afterward afterward nearby.,reads,read,2,7,demo,,,,,
a737dc9b623c1793,The quiet judge repairs careful records for the local library each week .,The quiet judge repair careful records for the <HOP> local library each week.,repairs,repair,3,8,demo,,,,,
f22b8e6ed60f89bc,The careful quiet doctor paints careful records for the local library each week afterward afterward again before sunset.,The careful quiet doctor paint careful records for the <HOP> local library each week afterward afterward again before sunset.,paints,paint,4,9,demo,,,,,
1630ec5c562d8ba5,The farmer near the window paints quiet messages inside the old office after lunch outside again often before sunset before sunset outside before sunset.,The farmer near the window paint quiet messages inside the <HOP> old office after lunch outside again often before sunset before sunset outside before sunset.,paints,paint,5,10,demo,,,,,
355a9b3692f56b6c,The young quiet local author reads the small box near the wooden table today outside.,The young quiet local author read the small box near <HOP> the wooden table today outside.,reads,read,5,10,demo,,,,,
98f001c3b2e5befd,The careful pilot writes quiet messages inside the old office after lunch before sunset outside afterward nearby often before sunset.,The careful pilot write quiet messages inside the <HOP> old office after lunch before sunset outside afterward nearby often before sunset.,writes,write,3,8,demo,,,,,
dcce95362f36e6e3,The old quiet teacher paints careful records for the local library each week outside often often before sunset nearby again afterward.,The old quiet teacher paint careful records for the <HOP> local library each week outside often often before sunset nearby again afterward.,paints,paint,4,9,demo,,,,,
e3ca1f3ea51e47cb,The quiet judge watches careful records for the local library each week often outside often often often afterward again again.,The quiet judge watch careful records for the <HOP> local library each week often outside often often often afterward again again.,watches,watch,3,8,demo,,,,,
5c763d9d14f7e5a8,The careful young judge near the garden paints the small box near the wooden table today again nearby before sunset before sunset often afterward again again.,The careful young judge near the garden paint the small box near <HOP> the wooden table today again nearby before sunset before sunset often afterward again again.,paints,paint,7,12,demo,,,,,
3cbe57bf49d90295,The doctor writes the green folder across the narrow hall again afterward nearby.,The doctor write the green folder across <HOP> the narrow hall again afterward nearby.,writes,write,2,7,demo,,,,,
93eed852b68f813f,The old engineer near the bridge carries the small box near the wooden table today before sunset often nearby nearby.,The old engineer near the bridge carry the small box near <HOP> the wooden table today before sunset often nearby nearby.,carries,carry,6,11,demo,,,,,
117bbe88e85b358e,"The young old quiet pilot carries detailed notes , beside the window during the morning before sunset before sunset.","The young old quiet pilot carry detailed notes, beside the <HOP> window during the morning before sunset before sunset.",carries,carry,5,11,demo,,,,,
5ba5847ba49e2a6a,The quiet local careful farmer near the window paints the green folder across the narrow hall again afterward outside afterward often.,The quiet local careful farmer near the window paint the green folder across <HOP> the narrow hall again afterward outside afterward often.,paints,paint,8,13,demo,,,,,
306eaa7a61fc4fca,The teacher writes careful records for the local library each week nearby often.,The teacher write careful records for the <HOP> local library each week nearby often.,writes,write,2,7,demo,,,,,
22432ccc7d4eefdb,The young old pilot near the garden watches quiet messages inside the old office after lunch often outside often.,The young old pilot near the garden watch quiet messages inside the <HOP> old office after lunch often outside often.,watches,watch,7,12,demo,,,,,
634e4ab6a4010dc9,The careful local quiet author near the garden repairs careful records for the local library each week .,The careful local quiet author near the garden repair careful records for the <HOP> local library each week.,repairs,repair,8,13,demo,,,,,
bcf5a93bee5cbc32,The young local pilot near the garden paints the small box near the wooden table today nearby often.,The young local pilot near the garden paint the small box near <HOP> the wooden table today nearby often.,paints,paint,7,12,demo,,,,,
35ae88aa8691736a,The local quiet old pilot writes careful records for the local library each week again before sunset.,The local quiet old pilot write careful records for the <HOP> local library each week again before sunset.,writes,write,5,10,demo,,,,,
251573632975e0c4,The quiet young old engineer watches quiet messages inside the old office after lunch afterward outside outside before sunset nearby.,The quiet young old engineer watch quiet messages inside the <HOP> old office after lunch afterward outside outside before sunset nearby.,watches,watch,5,10,demo,,,,,
e74d788f2855cb11,"The careful local young pilot near the garden writes detailed notes , beside the window during the morning before sunset afterward often.","The careful local young pilot near the garden write detailed notes, beside the <HOP> window during the morning before sunset afterward often.",writes,write,8,14,demo,,,,,
cbd6211662333349,The young quiet farmer near the bridge repairs careful records for the local library each week again often again.,The young quiet farmer near the bridge repair careful records for the <HOP> local library each week again often again.,repairs,repair,7,12,demo,,,,,
555d0bf1ba713bbe,The careful pilot near the garden repairs the small box near the wooden table today nearby often nearby outside afterward afterward.,The careful pilot near the garden repair the small box near <HOP> the wooden table today nearby often nearby outside afterward afterward.,repairs,repair,6,11,demo,,,,,
6a5a38b2f79eba9b,"The local young quiet teacher paints detailed notes , beside the window during the morning often again before sunset before sunset nearby nearby.","The local young quiet teacher paint detailed notes, beside the <HOP> window during the morning often again before sunset before sunset nearby nearby.",paints,paint,5,11,demo,,,,,
5da01db07b76ab28,"The quiet author near the garden paints detailed notes , beside the window during the morning afterward outside.","The quiet author near the garden paint detailed notes, beside the <HOP> window during the morning afterward outside.",paints,paint,6,12,demo,,,,,
db27cc9fcbe093f2,The quiet old careful teacher near the garden repairs careful records for the local library each week before sunset often often.,The quiet old careful teacher near the garden repair careful records for the <HOP> local library each week before sunset often often.,repairs,repair,8,13,demo,,,,,
5f7b11813fde8e3c,The local old doctor writes the green folder across the narrow hall again nearby again often nearby before sunset.,The local old doctor write the green folder across <HOP> the narrow hall again nearby again often nearby before sunset.,writes,write,4,9,demo,,,,,
c759413845588727,The old pilot repairs the small box near the wooden table today outside nearby afterward outside often before sunset outside.,The old pilot repair the small box near <HOP> the wooden table today outside nearby afterward outside often before sunset outside.,repairs,repair,3,8,demo,,,,,
1ed337030d8dcc84,The quiet old doctor watches careful records for the local library each week nearby.,The quiet old doctor watch careful records for the <HOP> local library each week nearby.,watches,watch,4,9,demo,,,,,
1112507137bdfb31,The local judge near the window repairs the green folder across the narrow hall again .,The local judge near the window repair the green folder across <HOP> the narrow hall again.,repairs,repair,6,11,demo,,,,,
fdbef66ed6935952,The young quiet author carries the small box near the wooden table today .,The young quiet author carry the small box near <HOP> the wooden table today.,carries,carry,4,9,demo,,,,,
9f899ea81ab9b771,"The quiet local old farmer watches detailed notes , beside the window during the morning often outside outside often often often afterward before sunset.","The quiet local old farmer watch detailed notes, beside the <HOP> window during the morning often outside outside often often often afterward before sunset.",watches,watch,5,11,demo,,,,,
71ba8daa80584819,"The old quiet judge paints detailed notes , beside the window during the morning .","The old quiet judge paint detailed notes, beside the <HOP> window during the morning.",paints,paint,4,10,demo,,,,,
d6d5515b706bcd84,The old farmer near the garden writes the green folder across the narrow hall again again nearby nearby.,The old farmer near the garden write the green folder across <HOP> the narrow hall again again nearby nearby.,writes,write,6,11,demo,,,,,
4ff6d754706ca0c2,The young author near the bridge paints the small box near the wooden table today outside afterward often.,The young author near the bridge paint the small box near <HOP> the wooden table today outside afterward often.,paints,paint,6,11,demo,,,,,
238f1c4508cfa77c,The doctor watches careful records for the local library each week .,The doctor watch careful records for the <HOP> local library each week.,watches,watch,2,7,demo,,,,,
64b538bf4840b1e1,The doctor repairs the green folder across the narrow hall again again before sunset nearby outside.,The doctor repair the green folder across <HOP> the narrow hall again again before sunset nearby outside.,repairs,repair,2,7,demo,,,,,
a905242a897d6635,The old farmer reads the small box near the wooden table today often before sunset afterward.,The old farmer read the small box near <HOP> the wooden table today often before sunset afterward.,reads,read,3,8,demo,,,,,
76619e251b74ce37,The young old local author reads careful records for the local library each week outside.,The young old local author read careful records for the <HOP> local library each week outside.,reads,read,5,10,demo,,,,,
b9de386e3c0c38b9,The old young teacher watches the small box near the wooden table today before sunset often before sunset nearby outside afterward nearby before sunset.,The old young teacher watch the small box near <HOP> the wooden table today before sunset often before sunset nearby outside afterward nearby before sunset.,watches,watch,4,9,demo,,,,,
429f0555227962be,The quiet young careful engineer near the bridge watches the small box near the wooden table today outside outside afterward before sunset before sunset.,The quiet young careful engineer near the bridge watch the small box near <HOP> the wooden table today outside outside afterward before sunset before sunset.,watches,watch,8,13,demo,,,,,
97f86c56237dec56,The local teacher carries the green folder across the narrow hall again nearby.,The local teacher carry the green folder across <HOP> the narrow hall again nearby.,carries,carry,3,8,demo,,,,,
169b63a85340fcd2,The young quiet artist repairs quiet messages inside the old office after lunch outside nearby before sunset before sunset often before sunset.,The young quiet artist repair quiet messages inside the <HOP> old office after lunch outside nearby before sunset before sunset often before sunset.,repairs,repair,4,9,demo,,,,,
08eb33f733d8cfda,The young local pilot near the garden writes careful records for the local library each week afterward again afterward afterward again.,The young local pilot near the garden write careful records for the <HOP> local library each week afterward again afterward afterward again.,writes,write,7,12,demo,,,,,
c1eada38ca26f1ac,The teacher repairs quiet messages inside the old office after lunch before sunset again outside outside often.,The teacher repair quiet messages inside the <HOP> old office after lunch before sunset again outside outside often.,repairs,repair,2,7,demo,,,,,
d54717aa61853d8d,The young teacher repairs the green folder across the narrow hall again before sunset often again often afterward.,The young teacher repair the green folder across <HOP> the narrow hall again before sunset often again often afterward.,repairs,repair,3,8,demo,,,,,
9f701ee087d202be,The artist near the bridge paints quiet messages inside the old office after lunch .,The artist near the bridge paint quiet messages inside the <HOP> old office after lunch.,paints,paint,5,10,demo,,,,,
f08869f1e4927e74,"The careful old teacher carries detailed notes , beside the window during the morning before sunset often before sunset.","The careful old teacher carry detailed notes, beside the <HOP> window during the morning before sunset often before sunset.",carries,carry,4,10,demo,,,,,
46740998535bb9e4,The pilot repairs the small box near the wooden table today afterward often outside outside afterward nearby often.,The pilot repair the small box near <HOP> the wooden table today afterward often outside outside afterward nearby often.,repairs,repair,2,7,demo,,,,,
02a6c1478475aa02,The artist repairs careful records for the local library each week nearby outside afterward often before sunset.,The artist repair careful records for the <HOP> local library each week nearby outside afterward often before sunset.,repairs,repair,2,7,demo,,,,,
5453c4d4bc95c4b6,The young local judge repairs the small box near the wooden table today often.,The young local judge repair the small box near <HOP> the wooden table today often.,repairs,repair,4,9,demo,,,,,
16316acb362a09f2,The judge paints the small box near the wooden table today outside.,The judge paint the small box near <HOP> the wooden table today outside.,paints,paint,2,7,demo,,,,,
11cfe0c08cb07f16,The old local artist near the garden repairs careful records for the local library each week nearby often again afterward often outside again.,The old local artist near the garden repair careful records for the <HOP> local library each week nearby often again afterward often outside again.,repairs,repair,7,12,demo,,,,,
c26c8e34d290b719,The engineer writes the green folder across the narrow hall again .,The engineer write the green folder across <HOP> the narrow hall again.,writes,write,2,7,demo,,,,,
1c33f463fe27ae07,The quiet doctor near the window watches the green folder across the narrow hall again outside afterward often before sunset outside nearby.,The quiet doctor near the window watch the green folder across <HOP> the narrow hall again outside afterward often before sunset outside nearby.,watches,watch,6,11,demo,,,,,
